USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  24984 15016 ?        Ss   17:09   0:01 /sbin/init splash
dheeraj     4217  0.0  0.1 51033180 23568 ?      S    17:13   0:00 /opt/brave.com/brave/brave --type=zygote --crashpad-handler-pid=4206 --enable-crash-reporter=1b1c8412-59ca-4d18-a600-44ec9cff66b9, --change-stack-guard-on-fork=enable
dheeraj     4242  5.5  1.8 51743608 294964 ?     Sl   17:13   2:27 /opt/brave.com/brave/brave --type=gpu-process --ozone-platform=x11 --crashpad-handler-pid=4206 --enable-crash-reporter=1b1c8412-59ca-4d18-a600-44ec9cff66b9, --change-stack-guard-on-fork=enable --gpu-preferences=UAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAYAAAAAAAAABgAAAAAAAAAAQAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --metrics-shmem-handle=4,i,10799275292162901936,17563136927997814823,262144 --field-trial-handle=3,i,9821406401716055597,6101308438014011318,262144 --variations-seed-version=main@57264c59fb71e9e2f009df7272768d3811f07b92 --trace-process-track-uuid=3190708988185955192
dheeraj     4244  0.7  0.8 50836836 135636 ?     Sl   17:13   0:20 /opt/brave.com/brave/brave --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=4206 --enable-crash-reporter=1b1c8412-59ca-4d18-a600-44ec9cff66b9, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,17505921672866637086,16928822303010928423,524288 --field-trial-handle=3,i,9821406401716055597,6101308438014011318,262144 --variations-seed-version=main@57264c59fb71e9e2f009df7272768d3811f07b92 --trace-process-track-uuid=3190708989122997041
dheeraj     4256  0.0  0.4 51100948 63916 ?      Sl   17:13   0:00 /opt/brave.com/brave/brave --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --crashpad-handler-pid=4206 --enable-crash-reporter=1b1c8412-59ca-4d18-a600-44ec9cff66b9, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,12204840842752938165,5617491934211979539,524288 --field-trial-handle=3,i,9821406401716055597,6101308438014011318,262144 --variations-seed-version=main@57264c59fb71e9e2f009df7272768d3811f07b92 --trace-process-track-uuid=3190708990060038890
dheeraj     4306  0.7  2.1 1460151172 338884 ?   Sl   17:13   0:18 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4206 --enable-crash-reporter=1b1c8412-59ca-4d18-a600-44ec9cff66b9, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=15 --time-ticks-at-unix-epoch=-1771587580587887 --launch-time-ticks=231776509 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,15085216974687808198,16435163292536293225,2097152 --field-trial-handle=3,i,9821406401716055597,6101308438014011318,262144 --variations-seed-version=main@57264c59fb71e9e2f009df7272768d3811f07b92 --trace-process-track-uuid=3190709000367499229
pcscd       4338  0.0  0.0 322988  7308 ?        Ssl  17:13   0:00 /usr/sbin/pcscd --foreground --auto-exit
dheeraj     4340  0.0  0.1 557724 20096 ?        Ssl  17:13   0:00 /usr/libexec/xdg-desktop-portal
dheeraj     4346  0.0  0.0 540524  7156 ?        Ssl  17:13   0:00 /usr/libexec/xdg-document-portal
root        4359  0.0  0.0   2796  1960 ?        Ss   17:13   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
dheeraj     4365  0.0  0.1 483172 22808 ?        Ssl  17:13   0:00 /usr/libexec/xdg-desktop-portal-gtk
dheeraj     4398  0.1  1.3 1460096592 209916 ?   Sl   17:13   0:04 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4206 --enable-crash-reporter=1b1c8412-59ca-4d18-a600-44ec9cff66b9, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=17 --time-ticks-at-unix-epoch=-1771587580587887 --launch-time-ticks=232527259 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,14181742922182326399,18260188758282129693,2097152 --field-trial-handle=3,i,9821406401716055597,6101308438014011318,262144 --variations-seed-version=main@57264c59fb71e9e2f009df7272768d3811f07b92 --trace-process-track-uuid=3190709002241582927
dheeraj     4471  0.8  0.5 623072 80148 ?        Ssl  17:13   0:22 /usr/bin/python3 /usr/bin/blueman-manager
dheeraj     4503  0.0  0.8 1460062212 126056 ?   Sl   17:13   0:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4206 --enable-crash-reporter=1b1c8412-59ca-4d18-a600-44ec9cff66b9, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=19 --time-ticks-at-unix-epoch=-1771587580587887 --launch-time-ticks=235183016 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,15641010769609165993,18395485370446688925,2097152 --field-trial-handle=3,i,9821406401716055597,6101308438014011318,262144 --variations-seed-version=main@57264c59fb71e9e2f009df7272768d3811f07b92 --trace-process-track-uuid=3190709004115666625
dheeraj     4565  0.0  0.6 50848688 98516 ?      Sl   17:13   0:01 /opt/brave.com/brave/brave --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=4206 --enable-crash-reporter=1b1c8412-59ca-4d18-a600-44ec9cff66b9, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,12290601516140022314,8535455053353070931,524288 --field-trial-handle=3,i,9821406401716055597,6101308438014011318,262144 --variations-seed-version=main@57264c59fb71e9e2f009df7272768d3811f07b92 --trace-process-track-uuid=3190709005052708474
dheeraj     4597  0.4  1.5 1460118988 249408 ?   Sl   17:13   0:12 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4206 --enable-crash-reporter=1b1c8412-59ca-4d18-a600-44ec9cff66b9, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=23 --time-ticks-at-unix-epoch=-1771587580587887 --launch-time-ticks=240811730 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,12810660962678438925,7141871935024604135,2097152 --field-trial-handle=3,i,9821406401716055597,6101308438014011318,262144 --variations-seed-version=main@57264c59fb71e9e2f009df7272768d3811f07b92 --trace-process-track-uuid=3190709007863834021
dheeraj     4615  0.2  1.5 1461817156 238340 ?   Sl   17:13   0:07 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4206 --enable-crash-reporter=1b1c8412-59ca-4d18-a600-44ec9cff66b9, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=9 --time-ticks-at-unix-epoch=-1771587580587887 --launch-time-ticks=241825611 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7233280359872194436,13503868220362188031,2097152 --field-trial-handle=3,i,9821406401716055597,6101308438014011318,262144 --variations-seed-version=main@57264c59fb71e9e2f009df7272768d3811f07b92 --trace-process-track-uuid=3190708994745248135
dheeraj     4721  0.4  1.5 1460127180 239344 ?   Sl   17:13   0:12 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4206 --enable-crash-reporter=1b1c8412-59ca-4d18-a600-44ec9cff66b9, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=30 --time-ticks-at-unix-epoch=-1771587580587887 --launch-time-ticks=244714261 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,305783693775814578,10226641869286396916,2097152 --field-trial-handle=3,i,9821406401716055597,6101308438014011318,262144 --variations-seed-version=main@57264c59fb71e9e2f009df7272768d3811f07b92 --trace-process-track-uuid=3190709014423126964
dheeraj     4762  0.4  1.5 1460118976 238092 ?   Sl   17:13   0:11 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4206 --enable-crash-reporter=1b1c8412-59ca-4d18-a600-44ec9cff66b9, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=31 --time-ticks-at-unix-epoch=-1771587580587887 --launch-time-ticks=246720368 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7131090723345869339,12229813125678631854,2097152 --field-trial-handle=3,i,9821406401716055597,6101308438014011318,262144 --variations-seed-version=main@57264c59fb71e9e2f009df7272768d3811f07b92 --trace-process-track-uuid=3190709015360168813
dheeraj     6411  0.0  0.0 427336 13648 ?        Ssl  17:16   0:00 /usr/libexec/gvfs-udisks2-volume-monitor
root        6417  0.0  0.0 478720 14532 ?        Ssl  17:16   0:00 /usr/libexec/udisks2/udisksd
dheeraj     6427  0.0  0.0 309720  7376 ?        Ssl  17:16   0:00 /usr/libexec/gvfs-gphoto2-volume-monitor
dheeraj     6432  0.0  0.0 308752  6996 ?        Ssl  17:16   0:00 /usr/libexec/gvfs-mtp-volume-monitor
dheeraj     6437  0.0  0.0 390436  8788 ?        Ssl  17:16   0:00 /usr/libexec/gvfs-afc-volume-monitor
dheeraj     6443  0.0  0.0 308604  6768 ?        Ssl  17:16   0:00 /usr/libexec/gvfs-goa-volume-monitor
dheeraj     7133  0.5  1.5 1460105696 241764 ?   Sl   17:18   0:12 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4206 --enable-crash-reporter=1b1c8412-59ca-4d18-a600-44ec9cff66b9, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=39 --time-ticks-at-unix-epoch=-1771587580587887 --launch-time-ticks=503281699 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,14812922059670526361,11697945557346676844,2097152 --field-trial-handle=3,i,9821406401716055597,6101308438014011318,262144 --variations-seed-version=main@57264c59fb71e9e2f009df7272768d3811f07b92 --trace-process-track-uuid=3190709022856503605
root        8244  0.0  0.0      0     0 ?        I    17:20   0:00 [kworker/8:0-events]
root       11524  0.2  0.0      0     0 ?        I    17:26   0:05 [kworker/u48:0-gfx]
root       15016  0.0  0.0      0     0 ?        I    17:33   0:00 [kworker/10:2-events]
root       15405  0.0  0.0      0     0 ?        I    17:34   0:00 [kworker/4:0-events]
root       15435  0.0  0.0      0     0 ?        I    17:34   0:00 [kworker/3:1-events]
root       15467  0.0  0.0      0     0 ?        I    17:34   0:00 [kworker/7:2-events]
root       15517  0.0  0.0      0     0 ?        I<   17:34   0:00 [kworker/u49:14-ttm]
root       15569  0.3  0.0      0     0 ?        I    17:34   0:05 [kworker/u48:2-gfx]
root       15895  0.0  0.0      0     0 ?        I    17:35   0:00 [kworker/0:4-events]
dheeraj    15922  8.1  2.0 1463534144 324740 ?   Sl   17:35   1:52 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4206 --enable-crash-reporter=1b1c8412-59ca-4d18-a600-44ec9cff66b9, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=56 --time-ticks-at-unix-epoch=-1771587580587887 --launch-time-ticks=1525197155 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,4456329081621451070,2537598599447116001,2097152 --field-trial-handle=3,i,9821406401716055597,6101308438014011318,262144 --variations-seed-version=main@57264c59fb71e9e2f009df7272768d3811f07b92 --trace-process-track-uuid=3190709038786215038
root       16379  0.0  0.0      0     0 ?        I    17:35   0:00 [kworker/10:3-events]
root       16585  0.0  0.0      0     0 ?        I    17:36   0:00 [kworker/2:6-events]
root       16586  0.0  0.0      0     0 ?        I    17:36   0:00 [kworker/2:7-events]
root       18512  0.0  0.0      0     0 ?        I    17:39   0:00 [kworker/1:0-events]
root       19444  0.3  0.0      0     0 ?        I    17:41   0:03 [kworker/u48:4-gfx]
root       19514  0.0  0.0      0     0 ?        I    17:41   0:00 [kworker/2:0-events]
root       19532  0.0  0.0      0     0 ?        I    17:42   0:00 [kworker/7:3-events]
root       19533  0.0  0.0      0     0 ?        I    17:42   0:00 [kworker/6:2-events]
root       19536  0.0  0.0      0     0 ?        I    17:42   0:00 [kworker/6:4-events]
root       19619  0.0  0.0      0     0 ?        I    17:42   0:00 [kworker/3:0-events]
root       20153  0.0  0.0      0     0 ?        I    17:43   0:00 [kworker/4:3-events]
root       20279  0.0  0.0      0     0 ?        I<   17:43   0:00 [kworker/u49:5-ttm]
root       20280  0.0  0.0      0     0 ?        I<   17:43   0:00 [kworker/u49:7-ttm]
root       21828  0.0  0.0      0     0 ?        I    17:46   0:00 [kworker/9:8-events]
root       21829  0.0  0.0      0     0 ?        I    17:46   0:00 [kworker/9:9-cgroup_release]
root       23293  0.4  0.0      0     0 ?        I    17:48   0:02 [kworker/u48:1-gfx]
root       24438  0.0  0.0      0     0 ?        I    17:51   0:00 [kworker/6:0-events]
root       24812  0.0  0.0      0     0 ?        I<   17:51   0:00 [kworker/u49:1-ttm]
root       24877  0.0  0.0      0     0 ?        I    17:51   0:00 [kworker/8:2-events]
root       24878  0.0  0.0      0     0 ?        I    17:51   0:00 [kworker/8:3-events]
root       24903  0.0  0.0      0     0 ?        I<   17:51   0:00 [kworker/u49:2-ttm]
root       25066  0.0  0.0      0     0 ?        I<   17:52   0:00 [kworker/u49:3-ttm]
root       25067  0.0  0.0      0     0 ?        I<   17:52   0:00 [kworker/u49:4-ttm]
root       25068  0.0  0.0      0     0 ?        I<   17:52   0:00 [kworker/u49:6-ttm]
root       25069  0.0  0.0      0     0 ?        I<   17:52   0:00 [kworker/u49:8-ttm]
root       25070  0.0  0.0      0     0 ?        I<   17:52   0:00 [kworker/u49:9-ttm]
root       25071  0.0  0.0      0     0 ?        I<   17:52   0:00 [kworker/u49:11-ttm]
root       25072  0.0  0.0      0     0 ?        I<   17:52   0:00 [kworker/u49:12-ttm]
root       25079  0.0  0.0      0     0 ?        I    17:52   0:00 [kworker/11:7-mm_percpu_wq]
root       25080  0.0  0.0      0     0 ?        I    17:52   0:00 [kworker/11:8-events]
dheeraj    25152  0.0  0.0 169604  6728 ?        Ssl  17:52   0:00 /usr/libexec/gvfsd-metadata
dheeraj    25156  0.0  0.0 534996  9424 ?        Sl   17:52   0:00 /usr/libexec/gvfsd-trash --spawner :1.24 /org/gtk/gvfs/exec_spaw/0
root       25173  0.0  0.0      0     0 ?        I    17:52   0:00 [kworker/4:1-events]
root       25247  0.0  0.0      0     0 ?        I    17:52   0:00 [kworker/0:2-events]
root       25248  0.0  0.0      0     0 ?        I    17:52   0:00 [kworker/0:3-events]
root       25249  0.0  0.0      0     0 ?        I    17:52   0:00 [kworker/0:5-events]
root       25323  0.0  0.0      0     0 ?        I    17:52   0:00 [kworker/7:0-events]
root       25332  0.0  0.0      0     0 ?        I    17:52   0:00 [kworker/5:0-events]
root       25423  0.0  0.0      0     0 ?        I    17:52   0:00 [kworker/2:1-events]
root       25440  0.0  0.0      0     0 ?        I    17:52   0:00 [kworker/4:2]
root       25470  0.0  0.0      0     0 ?        I    17:52   0:00 [kworker/6:1-events]
dheeraj    25482  0.7  0.7 1669180 115760 ?      Sl   17:52   0:02 /usr/bin/qterminal
dheeraj    25489  0.0  0.0  14256  7148 pts/1    Ss   17:52   0:00 /usr/bin/zsh
root       25563  0.0  0.0      0     0 ?        I    17:52   0:00 [kworker/8:4-events]
root       25683  0.0  0.0      0     0 ?        I    17:52   0:00 [kworker/6:3-events]
root       25747  0.0  0.0      0     0 ?        I    17:53   0:00 [kworker/4:4]
root       25809  0.0  0.0      0     0 ?        I    17:53   0:00 [kworker/10:0-events]
root       25973  0.0  0.0      0     0 ?        I    17:53   0:00 [kworker/3:2-mm_percpu_wq]
root       26095  0.0  0.0      0     0 ?        I    17:53   0:00 [kworker/6:5]
dheeraj    26169 30.1  2.8 1463538004 447752 ?   Sl   17:53   1:15 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4206 --enable-crash-reporter=1b1c8412-59ca-4d18-a600-44ec9cff66b9, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=90 --time-ticks-at-unix-epoch=-1771587580587887 --launch-time-ticks=2652863183 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,2307133749901543457,2124899648410464352,2097152 --field-trial-handle=3,i,9821406401716055597,6101308438014011318,262144 --variations-seed-version=main@57264c59fb71e9e2f009df7272768d3811f07b92 --trace-process-track-uuid=3190709070645637904
root       26268  0.0  0.0      0     0 ?        I    17:54   0:00 [kworker/8:5-cgroup_release]
root       26269  0.0  0.0      0     0 ?        I    17:54   0:00 [kworker/2:2]
root       26270  0.0  0.0      0     0 ?        I    17:54   0:00 [kworker/8:6]
root       26271  0.0  0.0      0     0 ?        I    17:54   0:00 [kworker/2:3]
root       26288  0.4  0.0      0     0 ?        I    17:54   0:01 [kworker/u48:3-dm_vblank_control_workqueue]
root       26650  0.0  0.0      0     0 ?        I    17:54   0:00 [kworker/10:1]
root       26720  0.0  0.0      0     0 ?        I    17:54   0:00 [kworker/7:1-pm]
dheeraj    27893  0.2  0.9 1461724520 142692 ?   Sl   17:57   0:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4206 --enable-crash-reporter=1b1c8412-59ca-4d18-a600-44ec9cff66b9, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=93 --time-ticks-at-unix-epoch=-1771587580587887 --launch-time-ticks=2840662973 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5690515320018562918,318881318221726334,2097152 --field-trial-handle=3,i,9821406401716055597,6101308438014011318,262144 --variations-seed-version=main@57264c59fb71e9e2f009df7272768d3811f07b92 --trace-process-track-uuid=3190709073456763451
root       28056  0.0  0.0      0     0 ?        I    17:57   0:00 [kworker/9:0-mm_percpu_wq]
root       28104  0.0  0.0  16808  6772 ?        S    17:57   0:00 systemd-userwork: waiting...
root       28105  0.0  0.0  16808  6664 ?        S    17:57   0:00 systemd-userwork: waiting...
root       28106  0.0  0.0  16808  6648 ?        S    17:57   0:00 systemd-userwork: waiting...
dheeraj    28210  0.0  0.5 1459995868 79324 ?    Sl   17:57   0:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4206 --enable-crash-reporter=1b1c8412-59ca-4d18-a600-44ec9cff66b9, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=94 --time-ticks-at-unix-epoch=-1771587580587887 --launch-time-ticks=2874380916 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10261897963351363675,5152387417036483311,2097152 --field-trial-handle=3,i,9821406401716055597,6101308438014011318,262144 --variations-seed-version=main@57264c59fb71e9e2f009df7272768d3811f07b92 --trace-process-track-uuid=3190709074393805300
root       28472  0.0  0.0      0     0 ?        I    17:58   0:00 [kworker/1:1-events]
root       28473  0.0  0.0  39228  8100 ?        S    17:58   0:00 (udev-worker)
root       28474  0.0  0.0  39228  8100 ?        S    17:58   0:00 (udev-worker)
dheeraj    28476  0.0  0.0  10244  4304 pts/1    R+   17:58   0:00 ps aux
